basinid	basin_name	continent	ocean	mouth_lon	mouth_lat	basin_area	runoff	din_yld	dip_yld	don_yld	dop_yld	doc_yld	pn_yld	pp_yld	poc_yld	tss_yld	din_load	dip_load	don_load	dop_load	doc_load	pn_load	pp_load	poc_load	tss_load	nat_DSi(kg Si/km2)	DSi_Ddip(kg_Si/km2)	DSi_Dsed(kg_Si/km2)	DSI_nat(kg_Si)	DSI_dip(kg_Si)	DSI_sed(kg_Si)
934	GHAASBasin934	Europe	Land	48.75	46.25	12429.8	42.8	50.7	3.4	15.5	1.0	292.4	38.4	13.1	282.2	44.5	630	42	193	13	3635	481	164	3532	556941	49.8347489782	49.8347489782	49.8347489782	623652.002048	623652.002048	623652.002048
935	SALINAS	North_America	Pacific_Ocean	-121.75	36.75	12510.8	89.7	34.0	14.5	42.2	3.4	398.0	91.0	32.5	699.1	131.8	426	181	527	42	4979	1134	405	8714	1642710	611.008859239	611.008859239	611.008859239	7616408.61087	7616408.61087	7616408.61087
936	GHAASBasin936	Europe	Mediterranean+Black_Sea	38.25	47.25	12390.7	45.0	224.9	79.1	108.3	11.8	204.1	30.0	8.9	192.7	10.4	2787	981	1342	147	2529	373	111	2393	129436	322.072852996	322.072852996	322.072852996	3998824.46112	3998824.46112	3998824.46112
938	GHAASBasin938	Asia	Land	49.75	46.75	12309.2	19.6	52.9	0.7	5.7	0.3	94.6	59.8	21.0	452.6	80.7	651	9	70	4	1164	741	261	5609	1000880	44.910816461	44.910816461	44.910816461	556660.578889	556660.578889	556660.578889
939	Kolymskaya_Guba	Asia	Arctic_Ocean	151.75	71.25	12560.3	146.6	11.5	0.8	40.1	1.9	640.2	66.4	19.2	413.0	11.4	145	9	504	24	8041	823	238	5119	141215	162.886422402	162.886422402	162.886422402	2018732.87604	2018732.87604	2018732.87604
940	GHAASBasin940	South_America	Atlantic_Ocean	-51.25	-0.25	12365.0	1496.2	644.2	22.2	462.5	25.3	6449.9	503.2	144.7	3101.6	61.3	7965	275	5718	312	79753	6215	1787	38306	757660	4067.11399628	4067.11399628	4067.11399628	50230486.2859	50230486.2859	50230486.2859
941	GHAASBasin941	Africa	Indian_Ocean	41.25	-1.75	12362.7	0.1	0.0	0.6	0.7	0.1	0.0	0.0	0.0	0.0	11.9	0	8	9	1	0	0	0	0	0	338.029346596	338.029346596	338.029346596	4173783.686	4173783.686	4173783.686
942	GHAASBasin942	South_America	Atlantic_Ocean	-47.25	-0.75	12358.7	1393.2	829.7	24.8	431.7	24.4	7109.6	381.2	109.1	2340.0	38.3	10254	306	5336	302	87865	4706	1347	28888	472532	3671.15257632	3671.15257632	3671.15257632	45322949.0957	45322949.0957	45322949.0957
943	GHAASBasin943	Africa	Indian_Ocean	40.75	-2.25	12362.4	0.1	0.0	1.0	1.2	0.1	0.0	0.0	0.0	0.0	21.5	0	12	15	2	0	0	0	0	0	370.630428866	370.630428866	370.630428866	4575692.15978	4575692.15978	4575692.15978
944	GHAASBasin944	South_America	Atlantic_Ocean	-50.75	2.25	12357.5	2034.4	2720.9	22.8	635.3	35.0	13528.3	719.3	207.2	4439.0	92.3	33623	282	7851	433	167177	8878	2557	54786	1139630	4831.82570726	4831.82570726	4831.82570726	59633425.5475	59633425.5475	59633425.5475
945	GHAASBasin945	Oceania	Indian_Ocean	99.75	2.75	12350.9	1037.8	1705.0	18.8	316.8	17.1	4699.6	631.0	186.8	4003.0	176.3	21058	232	3913	211	58044	7785	2305	49387	2175410	13780.2044184	13780.2044184	13780.2044184	170013272.012	170013272.012	170013272.012
946	GHAASBasin946	Asia	Pacific_Ocean	118.75	37.25	12384.5	0.0	69.7	51.5	62.6	7.4	0.0	0.0	0.0	0.0	197.7	864	638	775	91	0	0	0	0	0	500.127013575	500.127013575	500.127013575	6170366.84763	6170366.84763	6170366.84763
947	SNOWY	Australia	Pacific_Ocean	148.25	-37.75	12400.4	244.0	103.0	3.0	71.1	3.4	1016.7	100.8	29.8	641.1	29.7	1277	37	881	42	12607	1244	368	7910	365827	1481.62381576	1200.39679929	1158.76317007	18278940.5996	14809414.8844	14295776.6535
948	GHAASBasin948	Oceania	Pacific_Ocean	119.75	-3.75	12349.5	1430.3	730.7	43.1	471.4	28.7	5482.2	1503.2	543.4	11622.4	2242.7	9024	533	5822	354	67703	18537	6701	143327	27656598	17729.6366381	17729.6366381	17729.6366381	218640112.972	218640112.972	218640112.972
949	GHAASBasin949	Africa	Indian_Ocean	39.75	-3.75	12338.7	0.1	0.0	7.9	9.6	1.1	0.0	0.0	0.0	0.0	59.2	0	98	119	14	0	0	0	0	0	635.147906437	635.147906437	635.147906437	7827562.79893	7827562.79893	7827562.79893
950	GHAASBasin950	North_America	Atlantic_Ocean	-60.25	55.25	12334.1	567.4	70.0	8.0	166.0	8.6	2311.7	174.6	50.0	1073.9	19.5	863	99	2047	106	28513	2151	616	13230	240313	922.577945197	922.577945197	922.577945197	11365514.2958	11365514.2958	11365514.2958
951	GHAASBasin951	Oceania	Indian_Ocean	137.25	-4.75	12331.1	1990.3	669.8	22.4	620.6	34.2	15888.5	1995.9	714.7	15280.8	2846.1	8259	277	7653	421	195923	24573	8800	188141	35041600	16616.430577	16616.430577	16616.430577	204584819.874	204584819.874	204584819.874
952	GHAASBasin952	South_America	Atlantic_Ocean	-38.25	-4.25	12324.8	174.4	285.3	4.1	51.8	2.8	777.6	109.9	32.6	700.3	33.2	3516	51	639	34	9584	1353	401	8621	409200	687.742660482	687.742660482	687.742660482	8466180.65658	8466180.65658	8466180.65658
953	GHAASBasin953	Africa	Atlantic_Ocean	8.75	4.75	12313.3	1848.3	824.7	34.5	590.3	32.9	8367.1	1971.9	714.9	15285.0	2976.0	10155	424	7268	405	103027	24261	8796	188058	36615000	10646.1338514	10646.1338514	10646.1338514	130983647.38	130983647.38	130983647.38
954	COPPENAME	South_America	Atlantic_Ocean	-56.25	5.75	12324.5	968.0	572.1	14.8	291.0	15.5	6298.7	346.0	99.5	2135.7	44.9	7050	182	3587	190	77629	4257	1225	26275	552659	3731.21332069	3731.21332069	3731.21332069	45904745.8183	45904745.8183	45904745.8183
955	COPPENAME	South_America	Atlantic_Ocean	-56.75	5.75	12324.5	944.4	574.2	15.3	284.6	15.2	5750.4	364.9	105.2	2257.1	51.6	7077	188	3507	187	70871	4489	1294	27769	634817	3028.16850001	3028.16850001	3028.16850001	37255255.4197	37255255.4197	37255255.4197
956	GHAASBasin956	Oceania	Pacific_Ocean	118.25	5.75	12310.7	1676.3	566.7	25.9	524.1	29.0	8425.2	803.1	233.8	5008.9	149.2	6977	318	6452	357	103720	9873	2875	61578	1834060	6427.81449843	6427.81449843	6427.81449843	79020977.8111	79020977.8111	79020977.8111
958	GHAASBasin958	Africa	Indian_Ocean	38.75	-5.75	12302.9	56.9	35.1	2.4	17.5	1.0	254.8	127.7	46.0	988.3	191.1	432	29	216	12	3135	1570	565	12144	2348730	1238.543923	1238.543923	1238.543923	15219723.6264	15219723.6264	15219723.6264
959	GHAASBasin959	Africa	Atlantic_Ocean	-4.25	5.25	12288.3	256.4	209.3	27.8	82.8	4.8	1084.7	202.7	63.9	1371.7	131.3	2571	342	1018	59	13329	2490	785	16848	1613180	1866.83711405	1866.83711405	1866.83711405	22929053.1125	22929053.1125	22929053.1125
960	GHAASBasin960	Asia	Land	50.75	47.25	12187.7	2.6	25.0	0.7	1.4	0.1	14.4	96.1	29.4	632.9	47.0	305	9	18	2	176	1180	361	7768	577354	44.8215768118	44.8215768118	44.8215768118	550149.007067	550149.007067	550149.007067
961	GHAASBasin961	South_America	Atlantic_Ocean	-35.25	-8.25	12237.2	257.2	422.9	45.6	123.0	13.2	1134.6	101.2	29.1	626.1	14.6	5175	558	1505	161	13884	1236	356	7652	178441	1099.56352217	1099.56352217	1099.56352217	13439744.7988	13439744.7988	13439744.7988
962	GHAASBasin962	Africa	Atlantic_Ocean	-12.25	7.75	12225.2	1874.0	696.3	25.1	586.4	32.4	7940.5	1511.5	483.7	10348.0	1085.7	8512	307	7168	396	97074	18474	5912	126478	13270000	5114.93951625	5114.93951625	5114.93951625	62517348.2374	62517348.2374	62517348.2374
963	GHAASBasin963	South_America	Atlantic_Ocean	-67.25	-48.75	12229.3	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.8	0	1	1	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
964	GHAASBasin964	Asia	Indian_Ocean	76.25	10.25	12190.8	1188.0	902.2	47.9	398.0	23.7	5405.4	811.3	244.2	5231.8	300.8	10998	584	4852	289	65896	9872	2972	63656	3659400	4345.97210489	4345.97210489	4345.97210489	52877875.5025	52877875.5025	52877875.5025
965	GHAASBasin965	Africa	Indian_Ocean	46.25	10.75	12177.2	0.1	0.0	0.6	0.8	0.1	0.0	0.0	0.0	0.0	327.0	0	7	10	1	0	0	0	0	0	49.2985770222	49.2985770222	49.2985770222	599125.606551	599125.606551	599125.606551
966	GHAASBasin966	Asia	Pacific_Ocean	126.75	37.75	12104.6	571.6	1474.3	381.7	650.4	75.5	2356.7	490.9	163.8	3512.0	484.9	17845	4620	7873	914	28527	5959	1989	42636	5886370	2513.90860041	2513.90860041	2513.90860041	30519353.6935	30519353.6935	30519353.6935
967	GHAASBasin967	South_America	Pacific_Ocean	-77.75	-10.75	12158.0	169.6	73.8	9.5	57.1	3.5	719.8	293.7	107.5	2305.5	468.5	898	116	695	42	8751	3565	1305	27986	5687300	850.031372409	850.031372409	850.031372409	10318105.814	10318105.814	10318105.814
968	GHAASBasin968	Africa	Atlantic_Ocean	-14.75	11.25	12132.7	1320.3	749.0	21.7	406.9	22.2	5345.1	1125.6	374.3	8012.7	1076.2	9088	264	4937	269	64851	13641	4536	97100	13042200	4308.10476534	4308.10476534	4308.10476534	52206905.1162	52206905.1162	52206905.1162
969	GHAASBasin969	Africa	Indian_Ocean	40.25	-11.25	12116.8	201.5	96.7	2.7	57.6	2.9	917.8	1000.2	341.1	7303.3	1116.7	1172	33	698	36	11121	12110	4131	88427	13521300	985.44445177	985.44445177	985.44445177	11931564.136	11931564.136	11931564.136
970	GHAASBasin970	North_America	Land	-118.75	38.75	12138.2	115.6	9.4	0.8	31.6	1.5	537.8	101.0	34.0	729.9	106.4	114	10	384	19	6528	1221	411	8825	1286630	1507.41437732	1507.41437732	1507.41437732	18225243.3754	18225243.3754	18225243.3754
971	GHAASBasin971	Asia	Land	31.25	38.75	12104.6	34.5	40.7	20.0	33.7	3.2	162.4	96.3	34.1	733.8	134.4	492	242	408	39	1965	1163	412	8860	1622250	865.222242679	865.222242679	865.222242679	10446346.9318	10446346.9318	10446346.9318
972	GHAASBasin972	Africa	Atlantic_Ocean	-16.25	12.25	12071.9	679.4	501.7	17.8	209.4	11.2	3476.4	510.3	157.4	3373.3	261.4	6057	215	2528	136	41966	6156	1898	40693	3153470	1790.53707817	1790.53707817	1790.53707817	21599965.6871	21599965.6871	21599965.6871
973	GHAASBasin973	Africa	Atlantic_Ocean	13.75	-12.25	12071.9	80.7	111.4	0.5	21.8	1.0	355.2	1104.2	353.8	7574.1	806.1	1344	6	263	13	4288	13313	4266	91326	9719170	1278.93604556	1278.93604556	1278.93604556	15420898.7641	15420898.7641	15420898.7641
974	GHAASBasin974	Australia	Indian_Ocean	132.75	-12.25	12048.1	415.8	239.7	5.0	119.8	6.1	1826.9	195.0	56.6	1215.0	35.2	2888	61	1443	73	22011	2349	681	14636	423443	1155.11955093	1155.11955093	1155.11955093	13914223.8057	13914223.8057	13914223.8057
975	GHAASBasin975	South_America	Pacific_Ocean	-73.25	-38.75	12054.2	690.6	720.9	37.3	229.8	13.7	2731.6	461.2	138.2	2962.4	160.8	8690	450	2770	166	32927	5553	1663	35667	1935760	6129.46962147	6129.46962147	6129.46962147	73798814.2425	73798814.2425	73798814.2425
976	GHAASBasin976	South_America	Pacific_Ocean	-76.25	-13.25	12059.8	211.1	64.4	9.3	68.4	4.0	886.1	274.7	100.9	2164.8	445.5	777	112	825	48	10687	3307	1215	26063	5364110	1137.58782579	1137.58782579	1137.58782579	13696101.9438	13696101.9438	13696101.9438
977	GHAASBasin977	Africa	Indian_Ocean	48.75	-13.25	12010.8	629.6	418.6	10.4	186.6	9.8	2800.4	524.5	171.4	3672.9	448.7	5028	125	2242	118	33634	6298	2058	44108	5388330	4101.92337941	4101.92337941	4101.92337941	49259997.8633	49259997.8633	49259997.8633
978	GHAASBasin978	North_America	Pacific_Ocean	-121.25	38.75	12003.3	413.8	166.6	6.8	166.4	13.2	1785.1	128.7	43.2	925.9	131.5	2000	82	1997	159	21427	1545	518	11116	1578967	4094.69977833	614.614436727	369.546654994	49160965.5386	7379060.92735	4436777.13986
979	GHAASBasin979	South_America	Pacific_Ocean	-76.25	-13.75	12017.1	128.2	80.2	3.4	38.5	2.1	551.8	235.1	85.8	1840.6	370.8	964	41	462	25	6631	2822	1029	22093	4450460	424.434170445	424.434170445	424.434170445	5094356.10248	5094356.10248	5094356.10248
980	GHAASBasin980	Australia	Indian_Ocean	141.75	-13.75	12010.8	358.4	218.8	4.0	102.5	5.2	1464.8	231.8	69.0	1481.8	74.5	2628	48	1232	62	17594	2781	828	17777	893948	1061.2659582	1061.2659582	1061.2659582	12731371.3548	12731371.3548	12731371.3548
981	GHAASBasin981	Asia	Indian_Ocean	45.75	13.25	11997.5	0.1	0.0	3.8	6.1	0.7	0.0	0.0	0.0	0.0	36.9	0	46	73	9	0	0	0	0	0	192.85621064	192.85621064	192.85621064	2312288.14728	2312288.14728	2312288.14728
982	GHAASBasin982	Asia	Indian_Ocean	74.75	14.25	11963.9	588.1	849.7	3.7	192.0	12.0	4050.0	34.7	10.8	230.6	19.1	10166	45	2297	143	48454	415	129	2761	228094	1773.79953735	266.087668598	141.762059025	21232735.5767	3185122.66387	1696920.22729
983	GHAASBasin983	Asia	Indian_Ocean	43.25	14.25	11964.4	0.1	0.0	10.5	12.8	1.5	0.0	0.0	0.0	0.0	29.8	0	126	153	18	0	0	0	0	0	-9999	-9999	-9999	0	0	0
984	GHAASBasin984	South_America	Pacific_Ocean	-73.25	-39.25	11969.3	941.7	473.4	25.6	293.1	15.7	3667.7	528.1	155.1	3325.5	126.1	5666	307	3508	188	43900	6313	1854	39757	1507540	7702.18975883	7702.18975883	7702.18975883	92079678.5669	92079678.5669	92079678.5669
985	GHAASBasin985	Asia	Indian_Ocean	48.75	14.25	11950.4	0.1	0.0	1.0	1.2	0.1	0.0	0.0	0.0	0.0	32.3	0	12	15	2	0	0	0	0	0	-9999	-9999	-9999	0	0	0
986	GHAASBasin986	Asia	Indian_Ocean	47.75	14.25	11943.7	0.1	0.0	0.8	0.9	0.1	0.0	0.0	0.0	0.0	15.1	0	9	11	1	0	0	0	0	0	-9999	-9999	-9999	0	0	0
987	GHAASBasin987	Asia	Indian_Ocean	74.25	14.75	11929.7	819.8	1767.8	46.7	292.9	22.2	3513.5	1460.9	531.0	11356.2	2232.7	21089	557	3494	265	41915	17428	6335	135475	26635146	2871.65668597	2428.78979186	2369.43264816	34257714.481	28974489.7537	28266382.7954
988	PAMPANGA	Oceania	Pacific_Ocean	120.75	14.75	11950.0	1394.4	1185.2	93.7	756.6	66.5	6284.1	1900.6	654.2	13958.6	2192.3	14164	1120	9041	795	75095	22672	7803	166513	26151636	7672.51564841	1150.87734726	824.872157361	91526203.4292	13728930.5144	9839982.13067
989	GHAASBasin989	North_America	Pacific_Ocean	-123.25	49.25	11880.8	1320.4	413.7	58.2	416.1	23.4	5056.3	980.8	329.0	7042.0	990.2	4916	691	4944	278	60073	11700	3924	84000	11811702	6080.22928743	5298.61581253	5220.12005243	72527409.4035	63204010.9247	62267682.0693
990	Sogre_Fjord	Europe	Arctic_Ocean	5.25	61.25	11965.8	1361.3	141.8	20.0	417.6	22.6	5235.3	1013.0	311.7	6673.6	499.3	1697	239	4997	271	62644	12083	3718	79603	5955290	7069.27176595	7069.27176595	7069.27176595	84322273.6243	84322273.6243	84322273.6243
991	GHAASBasin991	Australia	Indian_Ocean	124.75	-15.25	11900.7	142.0	224.5	0.7	38.8	1.9	623.1	103.8	31.6	679.8	47.9	2672	8	461	22	7415	1235	376	8091	569901	962.280467517	962.280467517	962.280467517	11452292.4925	11452292.4925	11452292.4925
992	GHAASBasin992	North_America	Atlantic_Ocean	-87.25	15.75	11915.3	770.8	825.6	26.8	244.2	14.3	3265.2	668.2	224.6	4811.5	686.7	9837	319	2910	170	38906	7953	2673	57262	8172000	7544.02123128	7544.02123128	7544.02123128	89782906.9865	89782906.9865	89782906.9865
993	GHAASBasin993	Africa	Atlantic_Ocean	12.25	-15.75	11915.3	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.0	0.0	72.5	0	2	2	0	0	0	0	0	0	235.527077711	235.527077711	235.527077711	2801359.0623	2801359.0623	2801359.0623
994	GHAASBasin994	South_America	Pacific_Ocean	-72.75	-16.25	11922.5	169.6	111.4	2.2	48.2	2.4	719.6	88.4	25.8	554.0	18.6	1328	26	574	29	8579	1052	306	6589	221603	2478.43209048	2478.43209048	2478.43209048	29477975.1021	29477975.1021	29477975.1021
995	Nastapoca	North_America	Atlantic_Ocean	-76.25	56.75	11931.9	422.1	50.1	5.1	121.7	6.2	1783.2	81.0	23.0	495.0	6.1	598	61	1452	74	21277	962	273	5877	72923	339.422669064	339.422669064	339.422669064	4029897.39738	4029897.39738	4029897.39738
996	TAMBO	South_America	Pacific_Ocean	-71.25	-17.25	11848.2	123.6	26.5	1.9	35.2	1.8	532.8	73.1	21.5	462.7	19.3	314	23	417	21	6312	865	254	5472	228340	2248.10531162	2248.10531162	2248.10531162	26586543.4859	26586543.4859	26586543.4859
997	GHAASBasin997	Asia	Pacific_Ocean	140.25	49.75	11818.3	365.8	54.2	4.2	105.1	5.3	1493.5	203.1	59.5	1278.3	47.7	640	50	1242	63	17651	2402	704	15116	563951	1783.56122421	1783.56122421	1783.56122421	21090789.1369	21090789.1369	21090789.1369
998	GHAASBasin998	North_America	Atlantic_Ocean	-94.25	17.75	11832.6	472.9	828.0	15.5	149.0	8.1	1936.8	432.0	149.5	3204.8	526.3	9797	183	1763	96	22918	5099	1764	37825	6211871	2376.69027908	2376.69027908	2376.69027908	28050887.0188	28050887.0188	28050887.0188
999	GHAASBasin999	Asia	Pacific_Ocean	125.75	39.75	11744.3	381.2	311.8	38.2	151.2	10.2	1590.0	311.1	100.1	2147.5	239.0	3662	449	1776	120	18674	3660	1178	25267	2812470	2188.6236369	2188.6236369	2188.6236369	25749813.2375	25749813.2375	25749813.2375
1000	GHAASBasin1000	Asia	Indian_Ocean	42.25	17.75	11751.5	0.1	0.0	57.5	69.8	8.2	0.0	0.0	0.0	0.0	66.6	0	675	820	97	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1001	GHAASBasin1001	North_America	Arctic_Ocean	-46.25	60.75	1510.5	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	1572.37864296	1572.37864296	1572.37864296	4707387.25834	4707387.25834	4707387.25834
1002	GHAASBasin1002	Africa	Indian_Ocean	37.25	18.75	11726.0	0.1	0.0	1.3	1.6	0.2	0.0	0.0	0.0	0.0	129.4	0	16	19	2	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1003	GHAASBasin1003	South_America	Pacific_Ocean	-70.25	-18.75	11726.0	15.9	26.3	1.4	5.6	0.4	77.1	13.9	4.6	100.2	14.6	308	16	65	4	905	162	54	1173	171436	-9999	-9999	-9999	0	0	0
1004	GHAASBasin1004	Africa	Land	24.25	-18.75	11708.7	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	15.3	0	1	1	0	0	0	0	0	0	256.280181429	256.280181429	256.280181429	2999426.41065	2999426.41065	2999426.41065
1005	GHAASBasin1005	Africa	Indian_Ocean	44.75	-19.25	11717.5	245.6	261.5	2.5	69.6	3.5	1037.5	223.2	76.9	1651.1	267.6	3064	30	815	41	12157	2611	900	19309	3129020	1520.38645326	1520.38645326	1520.38645326	17780768.1252	17780768.1252	17780768.1252
1006	GHAASBasin1006	Australia	Pacific_Ocean	146.25	-18.75	11699.9	222.8	571.4	3.3	64.1	3.1	993.5	169.2	52.3	1122.9	90.5	6685	39	750	36	11624	1979	611	13132	1058040	1376.45853138	1376.45853138	1376.45853138	16097545.4154	16097545.4154	16097545.4154
1007	Owl	North_America	Atlantic_Ocean	-93.25	58.25	11706.0	234.8	11.5	1.8	65.7	3.2	2544.5	79.5	22.8	490.3	9.8	135	22	769	38	29786	928	266	5721	113983	599.640848094	599.640848094	599.640848094	6997209.05641	6997209.05641	6997209.05641
1008	GHAASBasin1008	Asia	Pacific_Ocean	158.75	58.25	11751.3	430.5	37.0	5.3	124.3	6.3	1843.9	159.1	45.7	982.7	21.4	435	63	1460	74	21668	1856	534	11467	249623	4510.49676924	4510.49676924	4510.49676924	52632986.8003	52632986.8003	52632986.8003
1009	GHAASBasin1009	North_America	Atlantic_Ocean	-87.75	19.25	11673.8	78.9	114.1	1.2	22.9	1.2	423.7	87.3	31.6	679.8	134.7	1332	14	267	14	4946	1017	369	7926	1570450	1079.27443581	1079.27443581	1079.27443581	12584339.9216	12584339.9216	12584339.9216
1010	GHAASBasin1010	North_America	Atlantic_Ocean	-71.25	19.75	11691.3	128.0	268.7	30.8	72.1	6.6	550.7	1767.0	566.4	12116.5	1285.8	3141	360	843	77	6438	20603	6605	141276	14991800	2076.78679778	2076.78679778	2076.78679778	24214918.2894	24214918.2894	24214918.2894
1011	GHAASBasin1011	Asia	Pacific_Ocean	105.75	19.25	11646.8	686.4	389.0	13.5	206.4	11.0	2717.6	484.6	146.7	3146.2	198.3	4530	157	2404	128	31652	5642	1708	36628	2308570	5015.27579545	5015.27579545	5015.27579545	58387840.8106	58387840.8106	58387840.8106
1012	GHAASBasin1012	Asia	Indian_Ocean	84.75	19.25	11646.8	203.7	260.5	14.7	72.8	4.7	856.3	129.3	38.4	824.6	39.8	3034	172	848	55	9973	1506	447	9600	463189	1535.09104889	1535.09104889	1535.09104889	17871529.9912	17871529.9912	17871529.9912
1013	GHAASBasin1013	Africa	Atlantic_Ocean	-16.25	19.25	11628.3	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0	0	0	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1014	FILYOS	Asia	Mediterranean+Black_Sea	32.25	41.25	11673.8	134.0	397.0	19.1	61.3	4.2	575.3	144.1	52.1	1118.6	219.1	4635	223	715	50	6715	1675	605	13003	2546870	1597.91001824	1597.91001824	1597.91001824	18575224.9086	18575224.9086	18575224.9086
1015	GHAASBasin1015	Asia	Indian_Ocean	57.75	19.75	11619.3	0.1	0.0	0.2	0.3	0.0	0.0	0.0	0.0	0.0	7.7	0	3	3	0	0	0	0	0	0	10.9070297801	10.9070297801	10.9070297801	126682.967308	126682.967308	126682.967308
1016	Meade	North_America	Arctic_Ocean	-156.25	70.75	11769.0	124.4	3.2	0.5	33.7	1.6	1387.0	54.2	15.6	336.9	8.9	38	6	397	19	16324	629	182	3909	102864	47.4360835447	47.4360835447	47.4360835447	550419.870303	550419.870303	550419.870303
1017	GHAASBasin1017	North_America	Pacific_Ocean	-126.75	50.75	11566.8	872.0	146.0	13.4	260.7	13.8	3414.6	717.8	233.2	4995.4	586.4	1689	154	3015	159	39496	8323	2704	57924	6799910	7508.43523378	7508.43523378	7508.43523378	87063312.8381	87063312.8381	87063312.8381
1018	Bernard	North_America	Arctic_Ocean	-123.75	73.75	11735.6	97.6	0.5	0.3	26.1	1.2	750.5	51.9	15.1	325.6	11.3	6	4	307	15	8807	602	175	3775	131383	11.0873934384	11.0873934384	11.0873934384	128536.152131	128536.152131	128536.152131
1019	BULLER	Oceania	Pacific_Ocean	172.75	-40.75	11567.1	1867.1	463.5	24.8	580.9	31.8	7037.4	1439.8	449.5	9619.3	826.4	5361	286	6719	368	81403	16686	5209	111477	9576530	9892.41860462	9892.41860462	9892.41860462	114642253.825	114642253.825	114642253.825
1020	GHAASBasin1020	North_America	Atlantic_Ocean	-89.25	21.25	11609.9	6.6	49.3	8.4	11.7	1.3	33.4	10.4	3.8	82.0	16.8	573	97	136	15	387	120	44	948	194755	741.169205164	741.169205164	741.169205164	8573696.98326	8573696.98326	8573696.98326
1021	AMECA	North_America	Pacific_Ocean	-105.25	20.75	11582.0	197.9	332.2	11.4	68.8	4.5	833.2	152.4	47.4	1018.2	87.4	3847	132	796	52	9650	1762	548	11769	1009870	7303.44639796	7303.44639796	7303.44639796	84418347.3408	84418347.3408	84418347.3408
1022	GHAASBasin1022	Africa	Indian_Ocean	34.75	-20.75	11563.1	66.9	69.4	1.4	19.2	1.0	462.3	39.4	11.6	248.8	10.3	802	17	221	12	5345	455	133	2874	118749	836.7448371	836.7448371	836.7448371	9663733.63998	9663733.63998	9663733.63998
1023	GHAASBasin1023	Australia	Indian_Ocean	146.75	-41.25	11513.1	143.8	165.0	3.6	48.0	2.9	615.4	39.7	12.0	259.1	17.3	1899	41	552	33	7085	458	139	2988	199343	693.009146079	693.009146079	693.009146079	7994068.26416	7994068.26416	7994068.26416
1024	GHAASBasin1024	Africa	Indian_Ocean	43.75	-21.25	11524.4	0.1	0.0	0.6	0.7	0.1	0.0	0.0	0.0	0.0	382.2	0	7	8	1	0	0	0	0	0	397.71356378	397.71356378	397.71356378	4581819.49528	4581819.49528	4581819.49528
1025	GHAASBasin1025	Australia	Indian_Ocean	117.75	-20.75	11504.6	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0	0	0	0	0	0	0	0	0	105.142851714	105.142851714	105.142851714	1210246.79466	1210246.79466	1210246.79466
1026	GHAASBasin1026	Africa	Atlantic_Ocean	14.75	-21.75	11524.4	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	87.4	0	1	2	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1027	GHAASBasin1027	South_America	Pacific_Ocean	-69.75	-21.25	11494.7	0.1	0.0	0.7	0.9	0.1	0.0	0.0	0.0	0.0	246.0	0	8	10	1	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1028	GHAASBasin1028	Asia	Pacific_Ocean	110.25	20.75	11464.2	717.2	524.7	43.0	262.3	25.8	2836.7	315.9	93.0	1994.3	79.6	6015	493	3008	296	32520	3630	1068	22915	914998	2043.04503905	1618.78630624	1567.62845846	23475609.0212	18600664.0519	18012834.802
1029	GHAASBasin1029	South_America	Pacific_Ocean	-72.75	-41.75	11477.0	947.6	298.3	14.8	284.8	15.1	3689.4	754.4	239.2	5125.0	507.3	3424	170	3268	173	42344	8661	2747	58842	5824890	9380.15037037	9380.15037037	9380.15037037	107698196.477	107698196.477	107698196.477
1030	GHAASBasin1030	Africa	Atlantic_Ocean	14.75	-22.25	11484.9	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	46.9	0	1	1	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1031	Ajaqutalik	North_America	Arctic_Ocean	-82.25	68.75	11479.7	193.3	18.4	1.3	53.6	2.6	836.6	72.3	20.8	446.7	9.9	211	15	615	30	9604	827	238	5111	112762	76.5871073274	76.5871073274	76.5871073274	876233.094933	876233.094933	876233.094933
1032	GHAASBasin1032	Asia	Indian_Ocean	59.25	21.75	11423.8	0.1	0.0	1.9	2.3	0.3	0.0	0.0	0.0	0.0	7.7	0	21	26	3	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1033	GHAASBasin1033	Asia	Pacific_Ocean	109.25	21.75	11423.8	731.3	433.1	65.2	278.7	26.3	2948.3	444.2	131.4	2817.9	123.9	4948	745	3183	301	33680	5078	1502	32210	1415930	2601.07807133	2601.07807133	2601.07807133	29731881.9878	29731881.9878	29731881.9878
