basinid	basin_name	continent	ocean	mouth_lon	mouth_lat	basin_area	runoff	din_yld	dip_yld	don_yld	dop_yld	doc_yld	pn_yld	pp_yld	poc_yld	tss_yld	din_load	dip_load	don_load	dop_load	doc_load	pn_load	pp_load	poc_load	tss_load	nat_DSi(kg Si/km2)	DSi_Ddip(kg_Si/km2)	DSi_Dsed(kg_Si/km2)	DSI_nat(kg_Si)	DSI_dip(kg_Si)	DSI_sed(kg_Si)
2629	GHAASBasin2629	South_America	Pacific_Ocean	-77.75	2.25	3088.9	2136.1	1309.4	31.0	678.4	38.0	7985.6	873.1	252.0	5410.7	131.9	4044	96	2095	117	24667	2694	777	16693	406796	6592.58387148	6592.58387148	6592.58387148	20339439.4372	20339439.4372	20339439.4372
2630	GHAASBasin2630	South_America	Pacific_Ocean	-78.25	2.25	3088.9	2412.4	1331.6	31.3	768.9	43.2	11939.1	611.7	174.6	3750.9	57.6	4113	97	2375	134	36879	1887	539	11572	177581	4919.0794595	4919.0794595	4919.0794595	15176343.7074	15176343.7074	15176343.7074
2631	GHAASBasin2631	Oceania	Indian_Ocean	101.75	-2.25	3088.9	858.9	930.6	14.2	257.9	13.7	5905.6	566.6	169.0	3632.3	191.3	2875	44	797	42	18242	1748	522	11206	590088	28818.0781326	28818.0781326	28818.0781326	88909533.2427	88909533.2427	88909533.2427
2632	GHAASBasin2632	Africa	Atlantic_Ocean	10.25	-2.25	3088.9	999.4	481.2	15.1	300.9	16.0	3976.2	461.8	133.7	2875.0	81.5	1486	47	929	49	12282	1425	413	8870	251564	2563.76657095	2563.76657095	2563.76657095	7909732.49908	7909732.49908	7909732.49908
2633	GHAASBasin2633	South_America	Pacific_Ocean	-80.25	-2.25	3088.9	35.5	564.9	21.0	35.6	3.5	180.6	29.5	9.5	205.6	24.6	1745	65	110	11	558	91	29	634	75760	372.211877745	372.211877745	372.211877745	1148348.06698	1148348.06698	1148348.06698
2634	GHAASBasin2634	Oceania	Pacific_Ocean	137.25	-2.25	3088.9	2008.0	689.2	22.6	626.5	34.5	7530.1	1028.5	299.9	6437.2	211.0	2129	70	1935	107	23260	3173	925	19860	651128	11965.7142854	11965.7142854	11965.7142854	36916621.1269	36916621.1269	36916621.1269
2635	GHAASBasin2635	Oceania	Pacific_Ocean	120.75	-2.25	3088.9	1843.9	897.9	23.9	575.2	31.7	7046.5	1220.5	364.8	7828.3	415.6	2774	74	1777	98	21766	3766	1126	24152	1282360	29321.4537655	29321.4537655	29321.4537655	90462547.7206	90462547.7206	90462547.7206
2636	GHAASBasin2636	Oceania	Pacific_Ocean	117.75	2.25	3088.9	1063.7	647.6	16.8	322.3	17.3	4512.3	382.6	109.9	2362.2	50.0	2000	52	996	53	13938	1180	339	7288	154319	2532.65628013	2532.65628013	2532.65628013	7813751.03135	7813751.03135	7813751.03135
2637	GHAASBasin2637	Oceania	Pacific_Ocean	133.75	-2.25	3088.9	1567.3	493.5	20.1	482.5	26.2	10544.5	493.8	141.4	3039.3	56.4	1524	62	1490	81	32571	1523	436	9377	174132	7974.78755314	7974.78755314	7974.78755314	24603814.1682	24603814.1682	24603814.1682
2638	GHAASBasin2638	Oceania	Pacific_Ocean	105.75	-2.25	3088.9	1530.7	767.6	34.9	497.2	34.5	5818.7	1553.3	556.2	11925.8	2243.9	2371	108	1536	107	17973	4792	1716	36793	6922730	7042.34933678	7042.34933678	7042.34933678	21727055.8288	21727055.8288	21727055.8288
2639	GHAASBasin2639	Africa	Atlantic_Ocean	9.75	-2.25	3088.9	1010.6	418.2	15.3	304.4	16.2	4201.8	242.1	68.9	1483.4	21.7	1292	47	940	50	12979	747	213	4577	67078	3013.86063705	3013.86063705	3013.86063705	9298362.68976	9298362.68976	9298362.68976
2640	GHAASBasin2640	Asia	Indian_Ocean	102.25	2.75	3087.7	753.4	244.7	21.3	235.6	13.1	2967.1	419.0	122.7	2637.0	98.6	756	66	728	41	9162	1292	378	8133	304074	3555.27758517	3555.27758517	3555.27758517	10964831.9489	10964831.9489	10964831.9489
2641	GHAASBasin2641	Asia	Indian_Ocean	101.75	2.75	3087.7	756.8	2901.3	150.1	377.6	30.1	2980.0	389.8	113.5	2440.7	80.7	8959	464	1166	93	9202	1202	350	7527	248893	4860.19972769	4860.19972769	4860.19972769	14989342.4565	14989342.4565	14989342.4565
2642	GHAASBasin2642	Oceania	Indian_Ocean	98.25	2.75	3087.7	1340.0	1649.9	19.8	410.8	22.3	5127.5	292.4	83.2	1789.6	24.4	5095	61	1268	69	15832	902	257	5519	75249	23405.5395739	23405.5395739	23405.5395739	72185026.8935	72185026.8935	72185026.8935
2643	GHAASBasin2643	Oceania	Indian_Ocean	97.75	2.75	3087.7	1612.1	1138.7	22.5	499.6	27.4	6382.5	740.5	214.6	4609.3	129.7	3516	69	1543	84	19707	2284	662	14216	400094	18139.993906	18139.993906	18139.993906	55945556.9832	55945556.9832	55945556.9832
2644	GHAASBasin2644	Africa	Indian_Ocean	46.25	2.75	3087.7	0.1	0.0	0.7	0.9	0.1	0.0	0.0	0.0	0.0	75.2	0	2	3	0	0	0	0	0	0	217.027285683	217.027285683	217.027285683	669333.873043	669333.873043	669333.873043
2645	GHAASBasin2645	Africa	Indian_Ocean	45.75	2.75	3087.7	0.1	0.0	4.6	5.6	0.7	0.0	0.0	0.0	0.0	4.3	0	14	17	2	0	0	0	0	0	222.07100541	222.07100541	222.07100541	684889.209548	684889.209548	684889.209548
2646	GHAASBasin2646	Oceania	Pacific_Ocean	133.75	-2.75	3087.7	1659.2	753.7	21.1	512.8	28.0	9046.1	919.5	269.5	5785.5	215.0	2327	65	1583	86	27932	2836	831	17843	663165	7144.02479439	7144.02479439	7144.02479439	22032887.5685	22032887.5685	22032887.5685
2647	GHAASBasin2647	South_America	Atlantic_Ocean	-42.25	-2.75	3087.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	2071.28676457	2071.28676457	2071.28676457	6388055.71359	6388055.71359	6388055.71359
2648	GHAASBasin2648	Oceania	Pacific_Ocean	113.25	2.75	3087.7	2704.2	795.1	25.3	857.5	48.0	10654.0	1265.7	367.5	7885.4	227.5	2455	78	2648	148	32897	3904	1133	24319	701762	11096.8101427	11096.8101427	11096.8101427	34223673.2487	34223673.2487	34223673.2487
2649	GHAASBasin2649	South_America	Pacific_Ocean	-77.75	2.75	3087.7	4090.8	1021.9	29.8	1327.6	76.0	16260.2	1320.0	378.8	8128.4	154.4	3155	92	4099	235	50207	4071	1168	25069	476225	8446.22393128	8446.22393128	8446.22393128	26049000.0542	26049000.0542	26049000.0542
2650	GHAASBasin2650	Oceania	Pacific_Ocean	120.25	-2.75	3087.7	1858.3	812.7	29.3	586.4	32.7	8303.0	1813.8	643.2	13786.6	2498.6	2509	90	1811	101	25637	5594	1984	42519	7705830	19788.5251658	19788.5251658	19788.5251658	61029792.403	61029792.403	61029792.403
2651	GHAASBasin2651	Oceania	Pacific_Ocean	110.75	-2.75	3087.7	1518.0	742.4	25.5	473.4	26.1	6297.8	501.8	143.9	3091.9	60.1	2292	79	1462	81	19446	1548	444	9536	185441	10228.2571288	10228.2571288	10228.2571288	31544968.8135	31544968.8135	31544968.8135
2652	GHAASBasin2652	Oceania	Pacific_Ocean	106.25	-2.75	3087.7	1237.0	1051.1	47.2	420.6	28.4	4752.5	999.9	319.4	6855.5	726.9	3245	146	1299	88	14675	3084	985	21143	2241710	4971.05363374	4971.05363374	4971.05363374	15331226.999	15331226.999	15331226.999
2653	GHAASBasin2653	Oceania	Pacific_Ocean	105.75	-2.75	3087.7	1322.6	734.0	33.4	428.4	28.9	5064.2	1753.6	645.0	13825.3	2849.5	2266	103	1323	89	15637	5408	1989	42639	8788160	9887.06827043	9887.06827043	9887.06827043	30492708.2218	30492708.2218	30492708.2218
2654	GHAASBasin2654	Oceania	Indian_Ocean	101.75	-2.75	3087.7	1656.1	1776.7	35.6	540.2	34.7	6270.3	1664.4	594.7	12749.5	2379.2	5486	110	1668	107	19361	5133	1834	39321	7337571	25683.4659432	25683.4659432	25683.4659432	79210379.8323	79210379.8323	79210379.8323
2655	GHAASBasin2655	Africa	Indian_Ocean	40.25	-2.75	3087.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.9	0	0	0	0	0	0	0	0	0	822.116903407	822.116903407	822.116903407	2535490.82236	2535490.82236	2535490.82236
2656	GHAASBasin2656	Oceania	Pacific_Ocean	112.75	2.75	3087.7	2563.6	704.0	26.1	812.1	45.5	15590.9	1247.2	362.8	7784.6	236.9	2174	81	2508	140	48140	3847	1119	24009	730525	14131.6189223	14131.6189223	14131.6189223	43583327.3032	43583327.3032	43583327.3032
2657	GHAASBasin2657	Oceania	Pacific_Ocean	112.25	2.75	3087.7	2312.5	653.6	24.7	728.0	40.5	22752.8	865.5	249.1	5348.9	118.1	2018	76	2248	125	70254	2669	768	16496	364260	14477.3208893	14477.3208893	14477.3208893	44649506.7733	44649506.7733	44649506.7733
2658	GHAASBasin2658	Oceania	Pacific_Ocean	111.75	2.75	3087.7	2166.2	540.5	23.8	679.2	37.6	19074.6	734.6	210.9	4528.8	90.3	1669	73	2097	116	58897	2266	650	13967	278547	13241.1893425	13241.1893425	13241.1893425	40837153.3487	40837153.3487	40837153.3487
2659	GHAASBasin2659	Oceania	Pacific_Ocean	141.25	-2.75	3087.7	0.1	0.0	0.3	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0	1	1	0	0	0	0	0	0	4851.16901277	4851.16901277	4851.16901277	14961490.8277	14961490.8277	14961490.8277
2660	GHAASBasin2660	Oceania	Pacific_Ocean	139.75	-2.75	3087.7	1444.7	766.2	20.0	443.7	24.1	5507.7	617.6	178.4	3833.3	98.5	2366	62	1370	74	17006	1905	550	11822	303867	5870.39602034	5870.39602034	5870.39602034	18104888.9416	18104888.9416	18104888.9416
2661	GHAASBasin2661	Oceania	Pacific_Ocean	105.25	-2.75	3087.7	1123.7	1112.9	46.4	384.3	25.2	7505.8	1022.1	352.5	7563.3	1228.3	3436	143	1187	78	23176	3152	1087	23326	3788310	8467.45817061	8467.45817061	8467.45817061	26114488.5738	26114488.5738	26114488.5738
2662	GHAASBasin2662	South_America	Atlantic_Ocean	-43.25	-2.75	3087.7	936.7	1444.0	39.0	296.0	22.6	11615.9	477.2	138.9	2985.5	97.1	4459	120	914	70	35867	1472	428	9208	299435	2536.32437106	2536.32437106	2536.32437106	7822278.24134	7822278.24134	7822278.24134
2663	GHAASBasin2663	South_America	Atlantic_Ocean	-43.75	-2.75	3087.7	1020.9	555.2	19.1	312.1	16.9	11037.9	944.5	328.2	7043.3	1182.6	1714	59	964	52	34082	2913	1012	21722	3647130	2765.65849073	2765.65849073	2765.65849073	8529567.62228	8529567.62228	8529567.62228
2664	GHAASBasin2664	Asia	Pacific_Ocean	103.25	2.75	3087.7	1463.3	3310.1	132.7	573.0	37.4	8480.7	958.5	285.9	6137.7	317.8	10221	410	1769	116	26186	2956	882	18929	979997	6616.49975096	6616.49975096	6616.49975096	20405947.5303	20405947.5303	20405947.5303
2665	GHAASBasin2665	Africa	Atlantic_Ocean	10.25	2.75	3087.7	1323.9	998.6	19.9	406.0	22.0	5069.1	438.4	125.6	2701.1	52.6	3083	62	1254	68	15652	1352	387	8330	162264	3246.0472385	3246.0472385	3246.0472385	10011134.6064	10011134.6064	10011134.6064
2666	GHAASBasin2666	South_America	Atlantic_Ocean	-51.25	2.75	3087.7	1977.8	770.6	22.3	616.4	33.9	9046.5	717.8	206.4	4432.7	94.7	2379	69	1903	105	27933	2214	636	13671	292188	4939.72124123	4939.72124123	4939.72124123	15234594.7642	15234594.7642	15234594.7642
2667	GHAASBasin2667	Oceania	Pacific_Ocean	134.25	-2.75	3087.7	1753.9	711.7	21.3	543.3	29.7	6955.5	1035.6	305.2	6550.4	272.6	2197	66	1678	92	21477	3194	941	20202	840584	11365.271151	11365.271151	11365.271151	35051633.8705	35051633.8705	35051633.8705
2668	GHAASBasin2668	Oceania	Pacific_Ocean	110.25	-2.75	3087.7	1597.0	503.2	23.3	495.8	27.2	12953.3	525.9	150.8	3240.2	62.8	1554	72	1531	84	39996	1622	465	9993	193623	8743.50159986	8743.50159986	8743.50159986	26965834.141	26965834.141	26965834.141
2669	GHAASBasin2669	Oceania	Pacific_Ocean	107.75	-2.75	3087.7	1874.7	2122.9	59.8	667.2	57.2	7054.2	1550.1	503.3	10794.2	1272.4	6555	185	2060	177	21781	4781	1552	33291	3924270	4685.49970526	4685.49970526	4685.49970526	14450550.1002	14450550.1002	14450550.1002
2670	GHAASBasin2670	Oceania	Pacific_Ocean	106.75	-2.75	3087.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	3208.34808838	3208.34808838	3208.34808838	9894866.65379	9894866.65379	9894866.65379
2671	GHAASBasin2671	Asia	Indian_Ocean	101.25	3.25	3086.3	1203.9	185.6	17.4	365.7	19.6	5644.8	292.7	83.4	1793.9	26.6	573	54	1129	61	17422	902	257	5530	82021	5088.64003998	5088.64003998	5088.64003998	15686750.4019	15686750.4019	15686750.4019
2672	GHAASBasin2672	Oceania	Indian_Ocean	97.25	3.25	3084.7	1387.0	1160.4	18.9	424.4	22.9	5298.2	1267.7	438.3	9401.8	1542.3	3579	58	1309	71	16343	3908	1351	28983	4754430	11420.8358893	11420.8358893	11420.8358893	35207010.2363	35207010.2363	35207010.2363
2673	GHAASBasin2673	Africa	Indian_Ocean	46.25	3.25	3086.3	0.1	0.0	0.9	1.1	0.1	0.0	0.0	0.0	0.0	5.2	0	3	4	0	0	0	0	0	0	148.042091894	148.042091894	148.042091894	456369.349427	456369.349427	456369.349427
2674	GHAASBasin2674	Oceania	Pacific_Ocean	134.75	-3.25	3086.3	2010.2	666.7	22.3	626.9	34.5	7954.9	1529.9	473.9	10164.2	828.1	2058	69	1935	107	24551	4716	1461	31333	2552830	15217.6875086	15217.6875086	15217.6875086	46911564.5371	46911564.5371	46911564.5371
2675	GHAASBasin2675	Oceania	Pacific_Ocean	120.25	-3.25	3086.3	1323.0	674.8	22.9	409.2	22.4	5065.7	1148.4	385.7	8276.0	1186.2	2083	71	1263	69	15634	3540	1189	25513	3656740	14796.0182135	14796.0182135	14796.0182135	45611684.6216	45611684.6216	45611684.6216
2676	GHAASBasin2676	Oceania	Pacific_Ocean	119.25	-3.25	3086.3	1339.2	827.1	24.5	416.3	22.9	5767.4	1148.7	382.7	8211.4	1128.5	2553	76	1285	71	17800	3541	1180	25313	3478750	18129.1446807	18129.1446807	18129.1446807	55886713.4189	55886713.4189	55886713.4189
2677	GHAASBasin2677	Oceania	Indian_Ocean	102.25	-3.25	3086.3	1399.8	861.5	23.2	433.6	23.8	5344.7	1067.6	330.8	7098.5	583.2	2659	72	1338	73	16495	3291	1020	21883	1797730	29618.9703549	29618.9703549	29618.9703549	91306398.4618	91306398.4618	91306398.4618
2678	GHAASBasin2678	Oceania	Indian_Ocean	99.25	3.25	3086.3	923.8	2628.7	44.8	319.7	22.6	3601.5	648.7	195.8	4207.0	261.3	8113	138	987	70	11115	2000	604	12969	805476	5751.32387936	5751.32387936	5751.32387936	17729605.8411	17729605.8411	17729605.8411
2679	GHAASBasin2679	Africa	Atlantic_Ocean	8.75	3.25	3086.3	1673.5	438.4	20.7	516.9	28.2	6333.0	1348.5	430.1	9226.9	964.1	1353	64	1595	87	19546	4157	1326	28444	2971890	7463.53389295	7463.53389295	7463.53389295	23007835.5661	23007835.5661	23007835.5661
2680	GHAASBasin2680	Oceania	Pacific_Ocean	142.75	-3.25	3086.3	0.1	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0	1	1	0	0	0	0	0	0	3885.26079502	3885.26079502	3885.26079502	11977093.2624	11977093.2624	11977093.2624
2681	GHAASBasin2681	Oceania	Pacific_Ocean	142.25	-3.25	3086.3	1248.4	643.2	18.2	380.5	20.5	4793.9	1152.0	400.0	8581.4	1434.1	1985	56	1174	63	14796	3551	1233	26454	4420880	5245.69708858	5245.69708858	5245.69708858	16170910.1579	16170910.1579	16170910.1579
2682	GHAASBasin2682	Oceania	Pacific_Ocean	133.75	-3.25	3086.3	1654.6	728.1	20.9	511.1	27.9	6265.2	1020.4	302.0	6483.1	293.8	2247	64	1577	86	19336	3145	931	19985	905814	7644.32687113	7644.32687113	7644.32687113	23565166.0711	23565166.0711	23565166.0711
2683	GHAASBasin2683	Oceania	Pacific_Ocean	129.75	-3.25	3086.3	2247.1	571.7	24.5	706.4	39.2	11345.8	3456.5	1272.2	27238.8	5606.0	1765	76	2180	121	35017	10655	3922	83969	17281700	10569.7518535	10569.7518535	10569.7518535	32583373.5209	32583373.5209	32583373.5209
2684	GHAASBasin2684	Oceania	Pacific_Ocean	129.25	-3.25	3086.3	2090.3	646.3	24.0	654.9	36.2	11140.7	2719.5	1000.6	21431.2	4410.7	1995	74	2021	112	34384	8384	3084	66066	13597001	13057.7630967	13057.7630967	13057.7630967	40253165.6584	40253165.6584	40253165.6584
2685	GHAASBasin2685	Oceania	Pacific_Ocean	128.75	-3.25	3086.3	1731.9	568.1	23.6	539.0	29.7	6542.8	1535.9	523.0	11214.7	1714.2	1753	73	1664	92	20193	4735	1612	34571	5284430	6880.99031487	6880.99031487	6880.99031487	21212028.5065	21212028.5065	21212028.5065
2686	GHAASBasin2686	Oceania	Pacific_Ocean	112.75	-3.25	3086.3	1292.2	1093.5	40.4	429.8	31.4	4953.6	820.5	243.6	5231.6	252.3	3375	125	1327	97	15288	2529	751	16127	777848	3825.9588487	3825.9588487	3825.9588487	11794283.1554	11794283.1554	11794283.1554
2687	GHAASBasin2687	South_America	Atlantic_Ocean	-41.25	-3.25	3086.3	587.9	222.4	9.9	174.2	9.1	2649.8	368.6	109.1	2346.3	110.1	686	31	538	28	8178	1136	336	7233	339337	1642.22606963	1642.22606963	1642.22606963	5062490.22438	5062490.22438	5062490.22438
2688	GHAASBasin2688	Oceania	Pacific_Ocean	105.75	-3.25	3086.3	1068.8	815.9	18.0	325.3	17.5	4136.4	367.4	105.3	2265.5	45.8	2518	56	1004	54	12766	1132	325	6984	141154	7684.0625661	7684.0625661	7684.0625661	23687659.296	23687659.296	23687659.296
2689	GHAASBasin2689	Oceania	Indian_Ocean	97.25	3.75	3084.7	670.0	1295.0	10.5	198.4	10.4	2654.1	646.6	228.1	4897.9	875.9	3995	32	612	32	8187	1992	703	15090	2698800	20432.6185296	20432.6185296	20432.6185296	62952897.6896	62952897.6896	62952897.6896
2690	GHAASBasin2690	Oceania	Indian_Ocean	96.75	3.75	3082.8	1751.7	992.8	22.7	544.2	29.9	6613.8	1499.0	498.9	10698.6	1457.8	3061	70	1678	92	20389	4618	1537	32963	4491350	13413.5718515	13413.5718515	13413.5718515	41327214.8745	41327214.8745	41327214.8745
2691	GHAASBasin2691	Africa	Atlantic_Ocean	9.75	3.75	3084.7	1970.1	470.1	25.3	617.5	34.2	10467.5	895.7	259.6	5573.0	154.8	1450	78	1905	106	32289	2760	800	17170	476828	4896.92620191	4896.92620191	4896.92620191	15087429.6281	15087429.6281	15087429.6281
2692	GHAASBasin2692	Oceania	Pacific_Ocean	113.75	3.75	3084.7	2217.3	730.9	24.7	697.0	38.7	8273.8	874.8	252.2	5415.1	126.7	2254	76	2150	119	25522	2695	777	16684	390434	5981.79776825	5981.79776825	5981.79776825	18429918.924	18429918.924	18429918.924
2693	GHAASBasin2693	Oceania	Indian_Ocean	134.75	-3.75	3084.7	1977.0	766.0	22.4	616.3	33.9	7693.1	795.8	229.5	4929.2	118.0	2363	69	1901	105	23730	2452	707	15187	363598	7913.19214084	7913.19214084	7913.19214084	24380544.9859	24380544.9859	24380544.9859
2694	GHAASBasin2694	Oceania	Pacific_Ocean	116.25	-3.75	3084.7	972.2	559.5	16.4	294.2	15.7	3845.4	231.9	66.0	1420.8	20.8	1726	51	908	49	11862	714	203	4377	63937	2815.56784852	2815.56784852	2815.56784852	8674764.54128	8674764.54128	8674764.54128
2695	GHAASBasin2695	Oceans	Pacific_Ocean	108.25	3.75	3084.7	1321.8	1040.6	30.2	422.8	29.5	5061.5	1072.1	343.3	7367.4	794.0	3210	93	1304	91	15613	3303	1058	22699	2446210	3688.31590586	3688.31590586	3688.31590586	11363701.3059	11363701.3059	11363701.3059
2696	GHAASBasin2696	Oceania	Pacific_Ocean	143.75	-3.75	3084.7	744.0	563.5	12.1	221.7	11.7	3436.5	514.4	154.7	3325.3	197.7	1738	37	684	36	10600	1585	477	10245	609135	2958.65250656	2958.65250656	2958.65250656	9115608.3727	9115608.3727	9115608.3727
2697	GHAASBasin2697	Oceania	Pacific_Ocean	135.25	-3.75	3084.7	2204.3	795.3	23.1	690.8	38.2	8227.8	1671.6	517.1	11089.3	890.8	2453	71	2131	118	25380	5150	1593	34166	2744610	18146.5341603	18146.5341603	18146.5341603	55909471.7479	55909471.7479	55909471.7479
2698	GHAASBasin2698	Oceania	Pacific_Ocean	133.25	-3.75	3084.7	1509.9	712.6	20.2	464.5	25.2	11744.6	863.8	253.8	5448.7	214.0	2198	62	1433	78	36228	2661	782	16788	659303	6023.65973289	6023.65973289	6023.65973289	18558895.637	18558895.637	18558895.637
2699	GHAASBasin2699	Oceania	Pacific_Ocean	130.75	-3.75	3084.7	1177.4	268.3	18.6	359.1	19.4	4534.7	1239.2	446.8	9583.8	1851.1	828	57	1108	60	13988	3818	1377	29528	5703090	4325.03025477	4325.03025477	4325.03025477	13325418.215	13325418.215	13325418.215
2700	GHAASBasin2700	Oceania	Pacific_Ocean	126.75	-3.75	3084.7	1211.0	469.1	18.6	369.4	19.9	4657.4	1269.2	457.3	9808.7	1889.5	1447	57	1140	61	14367	3911	1409	30221	5821590	7222.89432814	7222.89432814	7222.89432814	22253737.425	22253737.425	22253737.425
2701	GHAASBasin2701	Oceania	Pacific_Ocean	121.25	-3.75	3084.7	1251.6	545.8	19.2	382.6	20.7	4805.6	1216.0	430.3	9230.1	1664.0	1684	59	1180	64	14824	3747	1326	28438	5126930	10867.5448578	10867.5448578	10867.5448578	33482905.7069	33482905.7069	33482905.7069
2702	GHAASBasin2702	Oceania	Pacific_Ocean	115.25	-3.75	3084.7	1072.1	1919.9	47.6	380.6	33.5	4148.4	1023.5	360.0	7724.5	1362.1	5922	147	1174	103	12796	3153	1109	23799	4196720	5653.81588875	5653.81588875	5653.81588875	17419406.7532	17419406.7532	17419406.7532
2703	GHAASBasin2703	Oceania	Pacific_Ocean	114.75	-3.75	3084.7	1362.1	714.9	26.1	425.3	23.5	5847.9	962.3	291.1	6249.5	395.2	2205	80	1312	73	18039	2965	897	19255	1217610	10616.5774485	10616.5774485	10616.5774485	32709675.1188	32709675.1188	32709675.1188
2704	GHAASBasin2704	Asia	Indian_Ocean	101.25	3.75	3084.7	1625.7	3172.9	142.4	643.4	58.1	9781.3	1285.4	405.4	8696.8	832.8	9787	439	1985	179	30172	3960	1249	26795	2565780	11176.9484599	11176.9484599	11176.9484599	34436178.2049	34436178.2049	34436178.2049
2705	GHAASBasin2705	Oceania	Pacific_Ocean	120.25	-3.75	3084.7	998.8	1009.3	43.4	339.7	24.3	3878.4	14417.4	4617.5	98635.5	10295.2	3113	134	1048	75	11964	44420	14226	303896	31719500	12812.558059	12812.558059	12812.558059	39475491.3797	39475491.3797	39475491.3797
2706	GHAASBasin2706	Oceania	Pacific_Ocean	118.25	4.25	3082.8	975.7	2029.7	46.1	322.7	29.6	3793.4	1466.9	539.3	11565.1	2383.6	6257	142	995	91	11694	4517	1661	35610	7339480	4127.44836043	4127.44836043	4127.44836043	12708826.6511	12708826.6511	12708826.6511
2707	GHAASBasin2707	Oceania	Indian_Ocean	96.75	4.25	3082.8	546.2	1658.5	8.8	161.0	8.4	2186.0	1060.6	385.9	8278.9	1650.9	5113	27	496	26	6739	3266	1188	25491	5083390	13415.3090096	13415.3090096	13415.3090096	41307079.286	41307079.286	41307079.286
2708	GHAASBasin2708	Oceania	Pacific_Ocean	152.75	-4.25	3082.8	2063.8	520.4	22.5	644.5	35.5	7728.8	1707.3	554.7	11892.9	1404.9	1604	70	1987	110	23826	5257	1708	36620	4325850	18096.885892	18096.885892	18096.885892	55722123.1235	55722123.1235	55722123.1235
2709	GHAASBasin2709	Oceania	Pacific_Ocean	152.25	-4.25	3082.8	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	11156.8190476	11156.8190476	11156.8190476	34352962.6228	34352962.6228	34352962.6228
2710	GHAASBasin2710	South_America	Atlantic_Ocean	-38.75	-4.25	3082.8	267.8	631.3	6.8	80.9	4.4	1110.5	209.3	65.4	1407.5	128.1	1946	21	249	14	3423	644	201	4334	394408	1271.28246911	1271.28246911	1271.28246911	3914405.97523	3914405.97523	3914405.97523
2711	GHAASBasin2711	South_America	Pacific_Ocean	-80.75	-4.25	3082.8	0.1	0.0	3.8	4.6	0.5	0.0	0.0	0.0	0.0	292.2	0	12	14	2	0	0	0	0	0	-9999	-9999	-9999	0	0	0
2712	GHAASBasin2712	Oceania	Pacific_Ocean	114.75	4.25	3082.8	2262.6	716.2	24.3	711.2	39.5	11046.8	2138.7	750.6	16084.7	2796.7	2208	75	2193	122	34055	6585	2311	49526	8611440	7517.35357135	7517.35357135	7517.35357135	23146684.1183	23146684.1183	23146684.1183
2713	GHAASBasin2713	Oceania	Indian_Ocean	135.25	-4.25	3082.8	2021.2	725.6	22.4	630.5	34.7	7577.0	1574.0	492.6	10564.3	945.9	2237	69	1944	107	23358	4846	1517	32529	2912380	16826.8152465	16826.8152465	16826.8152465	51811448.4745	51811448.4745	51811448.4745
2714	GHAASBasin2714	Oceania	Pacific_Ocean	121.75	-4.25	3082.8	712.6	713.7	17.7	219.3	12.0	2911.0	421.7	124.1	2667.9	111.5	2200	55	676	37	8974	1298	382	8215	343273	6908.060554	6908.060554	6908.060554	21270609.9288	21270609.9288	21270609.9288
2716	GHAASBasin2716	Oceania	Indian_Ocean	102.75	-4.25	3082.8	1799.6	744.4	30.7	569.3	31.9	6785.4	804.8	233.0	5003.8	136.0	2295	95	1755	98	20918	2478	717	15407	418868	6918.28832696	6918.28832696	6918.28832696	21302102.2655	21302102.2655	21302102.2655
2717	GHAASBasin2717	South_America	Atlantic_Ocean	-51.75	4.25	3082.8	2257.8	642.7	22.9	708.0	39.2	19240.2	690.9	197.9	4250.0	76.8	1981	71	2182	121	59313	2127	609	13086	236506	8015.39078398	8015.39078398	8015.39078398	24680190.5485	24680190.5485	24680190.5485
2718	GHAASBasin2718	Oceania	Indian_Ocean	135.75	-4.25	3082.8	2032.4	820.0	22.4	634.1	34.9	7616.8	1683.4	547.4	11736.6	1394.3	2528	69	1955	108	23481	5183	1685	36138	4293140	21007.3557351	21007.3557351	21007.3557351	64683751.1025	64683751.1025	64683751.1025
2719	GHAASBasin2719	Oceania	Pacific_Ocean	122.25	-4.25	3082.8	615.4	759.3	39.9	225.0	16.4	2767.2	679.7	246.6	5294.8	1048.7	2341	123	694	51	8531	2093	759	16303	3229070	4204.58546766	4204.58546766	4204.58546766	12946339.5255	12946339.5255	12946339.5255
2720	GHAASBasin2720	Asia	Pacific_Ocean	103.25	4.25	3082.8	1957.7	3325.3	152.7	780.4	54.9	7350.7	1305.5	390.8	8383.7	453.4	10251	471	2406	169	22661	4020	1203	25814	1395940	5553.64618893	5553.64618893	5553.64618893	17100232.5246	17100232.5246	17100232.5246
2721	GHAASBasin2721	Oceania	Pacific_Ocean	151.75	-4.25	3080.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	8176.85787269	8176.85787269	8176.85787269	25177363.8771	25177363.8771	25177363.8771
